UserId,Gender,GeoId,DateOfBirth,DateId
61790,2,es-18,2004-02-01,27
87134,1,de-66,2003-12-01,25
21436,1,uk-38,2004-07-01,32
31185,1,de-26,2006-07-01,56
101642,2,de-21,2005-03-01,40
73207,1,de-51,2005-05-01,42
100429,1,uk-60,2004-01-01,26
82159,1,de-26,2005-03-01,40
68628,1,be-11,2003-09-01,22
8344,1,ca-65,2006-02-01,51
103522,2,uk-15,2004-09-01,34
55305,1,es-2,2006-08-01,57
43644,1,uk-38,2005-12-01,49
96135,2,us-62,2004-06-01,31
52258,2,de-8,2003-11-01,24
111424,1,es-12,2003-10-01,23
73164,2,es-2,2005-05-01,42
83190,1,de-26,2006-06-01,55
28839,1,uk-15,2005-04-01,41
96467,1,de-48,2003-11-01,24
16772,2,es-18,2005-08-01,45
27302,2,uk-24,2004-12-01,37
35635,1,de-7,2005-09-01,46
78912,2,us-40,2006-06-01,55
71367,1,uk-60,2005-09-01,46
86917,1,de-21,2004-08-01,33
2004,2,es-1,2004-04-01,29
75508,2,ca-45,2006-08-01,57
45511,1,us-61,2004-02-01,27
34635,2,us-74,2006-06-01,55
39040,2,de-25,2003-09-01,22
111476,2,nz-42,2004-08-01,33
68246,2,uk-73,2005-10-01,47
14285,2,us-40,2003-11-01,24
102776,1,uk-15,2003-11-01,24
52301,1,de-7,2004-04-01,29
90982,2,de-21,2004-02-01,27
74386,1,ie-23,2004-06-01,31
38832,2,de-5,2004-02-01,27
30314,1,uk-73,2006-07-01,56
39290,2,it-36,2006-02-01,51
67618,1,de-5,2006-01-01,50
16313,2,de-21,2003-11-01,24
49549,2,de-49,2005-05-01,42
79098,1,ie-67,2005-02-01,39
10351,1,us-28,2004-05-01,30
69208,2,uk-16,2004-04-01,29
13406,2,es-2,2006-02-01,51
69589,1,it-36,2005-06-01,43
39544,1,de-6,2006-02-01,51
37344,1,au-47,2005-11-01,48
51264,1,de-6,2006-07-01,56
31592,1,es-1,2004-09-01,34
115949,1,us-74,2003-10-01,23
5461,2,au-47,2006-01-01,50
95170,2,es-3,2004-08-01,33
42825,2,it-36,2006-05-01,54
11650,2,es-18,2003-10-01,23
54560,2,es-69,2004-04-01,29
26398,1,es-69,2006-06-01,55
54870,2,ca-44,2003-11-01,24
15586,2,ca-45,2006-01-01,50
60105,2,fr-68,2006-07-01,56
96168,2,uk-38,2003-12-01,25
50024,1,ca-65,2005-08-01,45
45256,1,es-3,2005-12-01,49
22386,1,uk-76,2005-09-01,46
16204,2,uk-24,2006-04-01,53
12408,1,de-8,2005-08-01,45
611,1,it-36,2006-03-01,52
5030,1,be-11,2006-07-01,56
3376,2,be-17,2005-12-01,49
28136,2,de-21,2003-09-01,22
56690,1,de-25,2004-05-01,30
84645,1,es-18,2004-06-01,31
110348,2,uk-15,2006-04-01,53
44451,1,de-37,2004-02-01,27
89020,2,fr-32,2005-08-01,45
45004,2,de-8,2006-03-01,52
2733,1,uk-76,2005-11-01,48
71436,2,ie-23,2005-12-01,49
91430,1,it-13,2006-07-01,56
46839,1,ie-23,2004-08-01,33
27717,2,ie-14,2004-05-01,30
63367,1,de-5,2005-10-01,47
95568,1,be-11,2006-05-01,54
75354,2,de-51,2005-10-01,47
19726,1,it-59,2006-04-01,53
3934,1,de-25,2005-11-01,48
30369,1,es-2,2004-12-01,37
87504,1,it-59,2004-05-01,30
101794,2,de-49,2003-09-01,22
6816,2,de-21,2006-03-01,52
117005,1,de-37,2006-08-01,57
109077,1,au-75,2003-12-01,25
58677,1,au-43,2006-04-01,53
94713,1,ie-23,2006-06-01,55
48758,1,es-12,2003-10-01,23
17644,1,de-6,2005-09-01,46
63401,1,nz-57,2005-07-01,44
47337,1,de-9,2006-06-01,55
40493,2,de-37,2006-08-01,57
45994,1,us-74,2006-05-01,54
59319,2,uk-31,2005-09-01,46
27013,1,es-12,2004-02-01,27
106652,2,de-52,2003-06-01,19
37225,2,de-6,2005-07-01,44
97793,1,de-50,2004-08-01,33
85396,2,uk-76,2004-09-01,34
51522,1,es-69,2004-10-01,35
15475,2,de-9,2005-07-01,44
6837,1,uk-15,2004-05-01,30
19814,2,es-2,2004-06-01,31
110397,2,uk-16,2005-02-01,39
102069,1,uk-24,2004-01-01,26
47033,2,de-9,2004-04-01,29
72164,2,uk-38,2003-09-01,22
3734,2,es-18,2004-06-01,31
53017,2,be-11,2003-11-01,24
1882,2,de-8,2003-11-01,24
48721,2,de-37,2004-08-01,33
76446,2,uk-16,2004-02-01,27
96408,1,de-52,2004-07-01,32
4094,2,es-12,2003-11-01,24
31612,2,de-25,2004-03-01,28
95106,2,es-69,2006-03-01,52
71866,2,de-5,2004-06-01,31
76130,2,ca-45,2004-04-01,29
114534,1,es-12,2004-07-01,32
56977,2,de-25,2005-11-01,48
78958,1,uk-60,2004-07-01,32
71781,2,ie-14,2004-01-01,26
6101,2,fr-39,2004-07-01,32
9084,2,fr-68,2003-10-01,23
58308,2,be-11,2004-08-01,33
83098,1,de-19,2004-05-01,30
41011,1,de-48,2006-08-01,57
2219,2,us-74,2004-08-01,33
37203,1,es-3,2006-04-01,53
59665,1,uk-24,2003-11-01,24
19268,2,es-69,2004-03-01,28
36643,2,uk-71,2004-06-01,31
26229,2,ie-29,2004-01-01,26
52158,1,it-59,2004-02-01,27
98366,1,es-12,2003-09-01,22
38430,2,es-1,2003-09-01,22
91678,2,es-3,2004-06-01,31
1676,1,de-19,2003-08-01,21
47058,1,ca-65,2005-04-01,41
27696,1,de-8,2004-10-01,35
48501,2,uk-60,2004-04-01,29
28410,1,uk-55,2004-07-01,32
86854,2,uk-53,2006-03-01,52
5032,2,de-9,2004-08-01,33
76989,2,uk-55,2005-07-01,44
56484,2,fr-22,2006-04-01,53
85726,2,uk-55,2005-07-01,44
83894,2,es-12,2004-01-01,26
27162,1,es-69,2005-02-01,39
48269,1,us-27,2004-09-01,34
22953,1,es-18,2005-06-01,43
106201,2,de-9,2006-06-01,55
31354,2,be-17,2003-02-01,15
110759,2,uk-15,2004-03-01,28
58952,1,us-74,2005-03-01,40
42803,1,it-59,2004-11-01,36
88227,2,it-59,2005-05-01,42
16322,1,be-72,2002-12-01,13
12159,2,uk-38,2006-08-01,57
117537,2,es-3,2004-11-01,36
89990,1,uk-73,2003-09-01,22
28452,2,es-18,2004-02-01,27
25207,2,ca-10,2005-08-01,45
65967,1,uk-16,2002-11-01,12
45447,1,de-66,2003-11-01,24
86092,1,us-40,2004-05-01,30
109709,2,uk-60,2006-02-01,51
94036,2,de-5,2004-08-01,33
83816,2,uk-38,2003-11-01,24
10857,2,us-40,2004-06-01,31
105926,2,it-59,2004-08-01,33
13821,2,ie-67,2004-04-01,29
45403,1,de-8,2004-03-01,28
90338,2,de-50,2005-03-01,40
34131,1,fr-20,2004-05-01,30
31838,2,de-50,2005-05-01,42
110452,2,nz-56,2002-12-01,13
32619,2,uk-55,2004-04-01,29
4549,2,de-8,2004-04-01,29
59344,2,de-52,2003-05-01,18
86751,2,uk-76,2004-04-01,29
99798,1,es-2,2003-11-01,24
110189,2,de-9,2004-09-01,34
64355,2,us-41,2005-11-01,48
96333,1,es-1,2003-10-01,23
65223,1,es-69,2003-09-01,22
99403,2,it-59,2006-07-01,56
30735,2,uk-73,2005-10-01,47
53636,1,es-18,2004-06-01,31
107269,1,de-50,2004-04-01,29
46331,1,uk-16,2004-02-01,27
37583,1,de-50,2004-02-01,27
6581,2,uk-60,2004-03-01,28
8732,1,fr-20,2005-12-01,49
101753,2,de-48,2004-03-01,28
42283,2,uk-76,2004-05-01,30
28994,1,au-30,2004-04-01,29
19826,2,ie-14,2003-11-01,24
42012,1,uk-76,2004-10-01,35
36877,1,uk-53,2005-05-01,42
18000,2,de-21,2003-10-01,23
21724,2,ca-65,2005-05-01,42
107657,2,fr-39,2004-12-01,37
23589,2,de-25,2003-10-01,23
58836,2,au-54,2004-05-01,30
71831,2,fr-39,2004-06-01,31
25059,1,be-11,2004-02-01,27
82507,2,de-9,2006-07-01,56
11930,1,us-62,2004-05-01,30
28071,1,de-25,2006-07-01,56
16185,1,es-1,2004-05-01,30
116465,2,it-13,2006-01-01,50
49295,1,be-72,2006-02-01,51
80135,1,es-2,2003-09-01,22
29827,1,de-9,2005-10-01,47
51222,1,au-43,2003-11-01,24
59174,1,ie-14,2004-03-01,28
34472,2,de-37,2005-02-01,39
73007,2,es-69,2003-11-01,24
86563,1,de-6,2005-12-01,49
82724,2,de-5,2006-07-01,56
23615,1,uk-55,2005-09-01,46
97479,1,nz-57,2005-11-01,48
85535,2,uk-55,2006-01-01,50
79933,2,it-13,2006-07-01,56
24013,1,us-40,2004-01-01,26
36350,2,it-36,2004-01-01,26
83596,1,de-19,2003-09-01,22
57007,1,es-18,2005-11-01,48
3976,1,es-18,2004-05-01,30
94616,1,ca-46,2004-05-01,30
67892,1,de-51,2006-01-01,50
81502,1,fr-63,2003-10-01,23
47552,1,uk-76,2006-01-01,50
18387,1,uk-24,2003-12-01,25
67915,1,de-9,2005-09-01,46
25273,1,es-3,2005-09-01,46
66923,2,nz-34,2006-02-01,51
3588,2,uk-55,2006-07-01,56
81508,1,it-36,2003-09-01,22
14032,1,es-3,2003-11-01,24
2147,2,de-48,2006-06-01,55
87674,1,de-66,2006-03-01,52
86463,1,es-3,2003-10-01,23
35674,2,it-13,2004-07-01,32
15351,1,de-6,2006-06-01,55
18679,2,au-43,2006-07-01,56
105863,2,de-5,2004-06-01,31
98712,1,uk-60,2006-04-01,53
42573,2,ca-46,2005-11-01,48
23454,2,us-62,2005-11-01,48
57187,1,es-69,2006-02-01,51
66111,2,nz-35,2006-01-01,50
41201,1,uk-76,2005-10-01,47
14986,2,de-66,2004-07-01,32
5264,2,de-5,2004-03-01,28
98760,1,be-11,2004-07-01,32
114592,2,es-69,2003-11-01,24
1322,2,de-66,2003-12-01,25
109865,2,de-5,2004-02-01,27
12453,2,ie-14,2003-11-01,24
92174,1,au-47,2004-07-01,32
301,2,ca-65,2003-10-01,23
10685,2,ca-4,2004-02-01,27
64948,1,uk-71,2004-04-01,29
102360,1,de-19,2004-04-01,29
46375,2,de-25,2003-12-01,25
76807,2,uk-73,2003-10-01,23
4917,1,ca-65,2004-04-01,29
108856,2,de-7,2004-07-01,32
36313,2,uk-73,2005-05-01,42
55541,2,uk-53,2003-10-01,23
65635,1,de-51,2003-09-01,22
116263,1,de-52,2005-07-01,44
92912,2,it-59,2006-05-01,54
116371,1,be-11,2004-05-01,30
22820,1,uk-15,2004-03-01,28
51814,2,ca-10,2004-05-01,30
20172,1,uk-55,2004-07-01,32
106573,1,de-25,2004-04-01,29
42937,1,ca-10,2004-08-01,33
57281,1,de-66,2005-07-01,44
98722,2,de-21,2003-10-01,23
106435,1,de-25,2003-11-01,24
80703,1,de-5,2004-06-01,31
18916,2,de-8,2003-12-01,25
86263,1,ca-10,2004-07-01,32
79000,1,uk-24,2004-05-01,30
96329,1,ca-46,2004-07-01,32
23883,2,de-66,2003-12-01,25
52163,2,be-11,2004-03-01,28
60740,1,au-54,2003-11-01,24
74856,2,uk-31,2004-05-01,30
33830,1,de-48,2005-03-01,40
43019,2,fr-20,2004-07-01,32
86676,1,de-37,2004-01-01,26
42173,1,uk-73,2004-01-01,26
28201,1,uk-71,2003-11-01,24
20093,1,de-8,2003-10-01,23
17511,2,de-19,2004-12-01,37
69482,1,uk-73,2004-03-01,28
104118,2,uk-38,2005-02-01,39
32872,1,de-50,2005-03-01,40
69171,2,es-1,2004-01-01,26
18833,1,fr-68,2006-03-01,52
27164,2,de-25,2004-05-01,30
13239,1,us-62,2003-12-01,25
41395,2,uk-71,2002-09-01,10
11566,1,es-1,2004-01-01,26
109002,2,es-2,2004-08-01,33
33068,1,fr-63,2004-05-01,30
85154,1,ca-46,2005-07-01,44
40020,1,ie-67,2005-03-01,40
4700,2,au-30,2005-12-01,49
16814,2,uk-55,2003-11-01,24
20005,2,us-62,2004-03-01,28
50306,2,us-74,2002-09-01,10
54861,2,nz-56,2004-12-01,37
6251,1,de-21,2004-07-01,32
3537,2,ie-14,2004-12-01,37
51970,1,us-28,2003-01-01,14
96053,1,de-51,2004-05-01,30
113747,2,nz-35,2008-01-01,74
78084,2,ie-14,2004-08-01,33
70407,1,es-1,2004-12-01,37
117135,2,be-11,2005-11-01,48
115440,1,es-2,2003-10-01,23
79398,1,de-5,2006-04-01,53
19452,1,de-49,2003-10-01,23
28189,1,de-50,2006-08-01,57
90101,1,de-7,2006-07-01,56
102138,1,de-25,2006-04-01,53
7113,2,es-3,2006-01-01,50
58423,1,uk-71,2006-05-01,54
5600,1,de-37,2004-05-01,30
98013,1,uk-16,2004-04-01,29
28623,2,es-3,2004-08-01,33
116070,1,es-69,2004-03-01,28
100299,2,de-8,2005-09-01,46
13901,1,de-6,2005-04-01,41
72179,2,nz-57,2004-01-01,26
101902,1,es-1,2003-01-01,14
92046,1,es-3,2003-10-01,23
67472,2,de-9,2003-11-01,24
109103,2,uk-55,2004-01-01,26
56860,2,es-3,2003-09-01,22
23938,2,de-19,2004-05-01,30
15319,2,uk-31,2004-11-01,36
31298,1,au-47,2003-11-01,24
49716,2,uk-53,2004-07-01,32
54752,2,es-18,2003-12-01,25
7966,1,ie-67,2006-08-01,57
23383,1,it-13,2004-02-01,27
4319,2,it-59,2004-08-01,33
52995,1,fr-63,2005-02-01,39
46924,1,de-50,2004-02-01,27
30932,2,ie-23,2004-05-01,30
102081,2,de-5,2004-05-01,30
33852,2,fr-68,2004-04-01,29
111735,2,us-61,2005-12-01,49
5457,2,de-21,2005-03-01,40
10002,1,it-13,2004-06-01,31
1255,2,uk-76,2003-11-01,24
80909,2,uk-31,2003-12-01,25
8878,2,de-48,2004-08-01,33
11794,2,de-26,2003-11-01,24
61918,2,de-26,2003-10-01,23
95019,1,fr-20,2003-11-01,24
67400,2,de-25,2004-07-01,32
14335,2,de-21,2004-12-01,37
90481,2,de-5,2005-12-01,49
10267,2,es-1,2005-08-01,45
4355,2,nz-34,2003-07-01,20
14565,2,au-64,2004-08-01,33
31436,1,de-37,2004-02-01,27
23331,1,au-43,2003-10-01,23
35543,1,uk-15,2004-02-01,27
5918,1,de-51,2004-07-01,32
93427,1,uk-31,2005-08-01,45
66402,2,de-50,2005-05-01,42
82302,2,de-52,2003-10-01,23
54117,2,de-50,2003-11-01,24
74438,1,de-49,2004-05-01,30
87288,2,uk-31,2004-02-01,27
41590,1,es-2,2005-09-01,46
44624,2,de-51,2004-03-01,28
100723,1,ca-10,2004-02-01,27
19378,1,de-5,2004-11-01,36
2423,1,de-5,2004-10-01,35
45796,1,es-69,2005-04-01,41
47833,2,de-6,2005-05-01,42
53484,1,de-8,2005-08-01,45
60108,2,uk-73,2004-11-01,36
106430,2,au-30,2004-10-01,35
70314,1,de-50,2005-01-01,38
94930,2,uk-76,2004-01-01,26
117233,2,de-48,2004-02-01,27
107430,1,de-66,2004-07-01,32
52832,1,ie-23,2004-05-01,30
114186,1,de-21,2004-08-01,33
15428,1,uk-60,2004-08-01,33
30096,2,au-30,2004-12-01,37
96583,2,nz-35,2003-11-01,24
72555,2,us-74,2004-09-01,34
80306,1,uk-15,2004-05-01,30
92580,2,au-75,2004-03-01,28
83730,2,uk-60,2004-08-01,33
22394,1,es-69,2004-02-01,27
69767,1,us-28,2004-12-01,37
69212,2,de-49,2003-08-01,21
81805,1,de-9,2004-01-01,26
11766,2,de-21,2004-07-01,32
105253,2,de-9,2003-09-01,22
50480,1,de-50,2006-03-01,52
71676,1,de-21,2004-05-01,30
17844,1,de-37,2004-04-01,29
37865,2,ca-65,2004-03-01,28
57270,2,es-18,2005-07-01,44
80743,2,de-50,2005-11-01,48
5442,1,de-52,2006-03-01,52
52018,1,uk-71,2004-01-01,26
1363,1,be-11,2007-03-01,64
77601,1,de-5,2006-09-01,58
19204,1,de-66,2007-02-01,63
78692,1,uk-24,2005-12-01,49
76589,1,be-11,2006-09-01,58
13781,1,uk-73,2007-08-01,69
82481,1,es-12,2006-11-01,60
54600,2,be-17,2004-05-01,30
31242,1,uk-24,2007-05-01,66
116192,1,us-41,2007-03-01,64
54492,2,uk-16,2004-08-01,33
40396,1,fr-22,2007-03-01,64
89285,1,es-2,2006-05-01,54
63175,1,us-62,2006-02-01,51
113794,1,de-37,2007-01-01,62
87770,1,de-21,2005-09-01,46
107507,1,de-49,2006-07-01,56
18140,1,ie-14,2007-03-01,64
94417,2,es-3,2008-12-01,85
35769,1,de-26,2009-06-01,91
72261,2,de-37,2008-10-01,83
69103,1,de-21,2006-09-01,58
70474,2,it-36,2005-09-01,46
109349,2,de-5,2006-12-01,61
103373,2,fr-68,2005-11-01,48
31413,1,ca-45,2007-09-01,70
89897,1,de-6,2007-10-01,71
10393,1,uk-60,2006-10-01,59
40267,1,es-3,2006-08-01,57
55411,1,it-59,2006-05-01,54
27254,2,es-12,2007-08-01,69
55471,1,au-64,2006-10-01,59
18381,1,uk-71,2007-05-01,66
32953,2,de-8,2006-01-01,50
13574,1,es-3,2007-05-01,66
88974,1,de-50,2008-02-01,75
49156,2,ie-14,2006-05-01,54
33551,2,de-37,2008-03-01,76
72830,1,de-49,2006-07-01,56
55828,1,es-1,2009-07-01,92
102461,2,it-59,2006-10-01,59
79262,1,de-8,2007-06-01,67
16697,2,fr-22,2005-12-01,49
105501,2,fr-68,2007-07-01,68
72663,1,es-2,2007-08-01,69
49419,1,de-19,2006-08-01,57
65896,1,uk-55,2007-08-01,69
98674,1,de-50,2006-02-01,51
79492,2,de-21,2005-11-01,48
63210,2,au-75,2007-08-01,69
