DateId,Date,Day,Month,Year,Quarter
112,2011-03-01,01,03,2011,1
113,2011-04-01,01,04,2011,2
114,2011-05-01,01,05,2011,2
115,2011-06-01,01,06,2011,2
116,2011-07-01,01,07,2011,3
117,2011-08-01,01,08,2011,3
118,2011-09-01,01,09,2011,3
119,2011-10-01,01,10,2011,4
120,2011-11-01,01,11,2011,4
121,2011-12-01,01,12,2011,4
122,2012-01-01,01,01,2012,1
123,2012-02-01,01,02,2012,1
124,2012-03-01,01,03,2012,1
125,2012-04-01,01,04,2012,2
126,2012-05-01,01,05,2012,2
127,2012-06-01,01,06,2012,2
128,2012-07-01,01,07,2012,3
129,2012-08-01,01,08,2012,3
130,2012-10-01,01,10,2012,4
131,2012-11-01,01,11,2012,4
132,2012-12-01,01,12,2012,4
133,2013-01-01,01,01,2013,1
134,2013-02-01,01,02,2013,1
135,2013-03-01,01,03,2013,1
136,2013-04-01,01,04,2013,2
137,2013-06-01,01,06,2013,2
138,2013-07-01,01,07,2013,3
139,2013-08-01,01,08,2013,3
140,2019-01-29,29,01,2019,1
141,2019-01-30,30,01,2019,1
142,2019-01-31,31,01,2019,1
143,2019-02-01,01,02,2019,1
144,2019-02-02,02,02,2019,1
145,2019-02-03,03,02,2019,1
146,2019-02-04,04,02,2019,1
147,2019-02-05,05,02,2019,1
148,2019-02-06,06,02,2019,1
149,2019-02-07,07,02,2019,1
150,2019-02-08,08,02,2019,1
151,2019-02-09,09,02,2019,1
152,2019-02-10,10,02,2019,1
153,2019-02-11,11,02,2019,1
154,2019-02-12,12,02,2019,1
155,2019-02-13,13,02,2019,1
156,2019-02-14,14,02,2019,1
157,2019-02-15,15,02,2019,1
158,2019-02-16,16,02,2019,1
159,2019-02-17,17,02,2019,1
160,2019-02-18,18,02,2019,1
161,2019-02-19,19,02,2019,1
162,2019-02-20,20,02,2019,1
163,2019-02-21,21,02,2019,1
164,2019-02-22,22,02,2019,1
165,2019-02-23,23,02,2019,1
166,2019-02-24,24,02,2019,1
167,2019-02-25,25,02,2019,1
168,2019-02-26,26,02,2019,1
169,2019-02-27,27,02,2019,1
170,2019-02-28,28,02,2019,1
171,2019-03-01,01,03,2019,1
172,2019-03-02,02,03,2019,1
173,2019-03-03,03,03,2019,1
174,2019-03-04,04,03,2019,1
175,2019-03-05,05,03,2019,1
176,2019-03-06,06,03,2019,1
177,2019-03-07,07,03,2019,1
178,2019-03-08,08,03,2019,1
179,2019-03-09,09,03,2019,1
180,2019-03-10,10,03,2019,1
181,2019-03-11,11,03,2019,1
182,2019-03-12,12,03,2019,1
183,2019-03-13,13,03,2019,1
184,2019-03-14,14,03,2019,1
185,2019-03-15,15,03,2019,1
186,2019-03-16,16,03,2019,1
187,2019-03-17,17,03,2019,1
188,2019-03-18,18,03,2019,1
189,2019-03-19,19,03,2019,1
190,2019-03-20,20,03,2019,1
191,2019-03-21,21,03,2019,1
192,2019-03-22,22,03,2019,1
193,2019-03-23,23,03,2019,1
194,2019-03-24,24,03,2019,1
195,2019-03-25,25,03,2019,1
196,2019-03-26,26,03,2019,1
197,2019-03-27,27,03,2019,1
198,2019-03-28,28,03,2019,1
199,2019-03-29,29,03,2019,1
200,2019-03-30,30,03,2019,1
201,2019-03-31,31,03,2019,1
202,2019-04-01,01,04,2019,2
203,2019-04-02,02,04,2019,2
204,2019-04-03,03,04,2019,2
205,2019-04-04,04,04,2019,2
206,2019-04-05,05,04,2019,2
207,2019-04-06,06,04,2019,2
208,2019-04-07,07,04,2019,2
209,2019-04-08,08,04,2019,2
210,2019-04-09,09,04,2019,2
211,2019-04-10,10,04,2019,2
212,2019-04-11,11,04,2019,2
213,2019-04-12,12,04,2019,2
214,2019-04-13,13,04,2019,2
215,2019-04-14,14,04,2019,2
216,2019-04-15,15,04,2019,2
217,2019-04-16,16,04,2019,2
218,2019-04-17,17,04,2019,2
219,2019-04-18,18,04,2019,2
220,2019-04-19,19,04,2019,2
221,2019-04-20,20,04,2019,2
222,2019-04-21,21,04,2019,2
223,2019-04-22,22,04,2019,2
224,2019-04-23,23,04,2019,2
225,2019-04-24,24,04,2019,2
226,2019-04-25,25,04,2019,2
227,2019-04-26,26,04,2019,2
228,2019-04-27,27,04,2019,2
229,2019-04-28,28,04,2019,2
230,2019-04-29,29,04,2019,2
231,2019-04-30,30,04,2019,2
232,2019-05-01,01,05,2019,2
233,2019-05-02,02,05,2019,2
234,2019-05-03,03,05,2019,2
235,2019-05-04,04,05,2019,2
236,2019-05-05,05,05,2019,2
237,2019-05-06,06,05,2019,2
238,2019-05-07,07,05,2019,2
239,2019-05-08,08,05,2019,2
240,2019-05-09,09,05,2019,2
241,2019-05-10,10,05,2019,2
242,2019-05-11,11,05,2019,2
243,2019-05-12,12,05,2019,2
244,2019-05-13,13,05,2019,2
245,2019-05-14,14,05,2019,2
246,2019-05-15,15,05,2019,2
247,2019-05-16,16,05,2019,2
248,2019-05-17,17,05,2019,2
249,2019-05-18,18,05,2019,2
250,2019-05-19,19,05,2019,2
251,2019-05-20,20,05,2019,2
252,2019-05-21,21,05,2019,2
253,2019-05-22,22,05,2019,2
254,2019-05-23,23,05,2019,2
255,2019-05-24,24,05,2019,2
256,2019-05-25,25,05,2019,2
257,2019-05-26,26,05,2019,2
258,2019-05-27,27,05,2019,2
259,2019-05-28,28,05,2019,2
260,2019-05-29,29,05,2019,2
261,2019-05-30,30,05,2019,2
262,2019-05-31,31,05,2019,2
263,2019-06-01,01,06,2019,2
264,2019-06-02,02,06,2019,2
265,2019-06-03,03,06,2019,2
266,2019-06-04,04,06,2019,2
267,2019-06-05,05,06,2019,2
268,2019-06-06,06,06,2019,2
269,2019-06-07,07,06,2019,2
270,2019-06-08,08,06,2019,2
271,2019-06-09,09,06,2019,2
272,2019-06-10,10,06,2019,2
273,2019-06-11,11,06,2019,2
274,2019-06-12,12,06,2019,2
275,2019-06-13,13,06,2019,2
276,2019-06-14,14,06,2019,2
277,2019-06-15,15,06,2019,2
278,2019-06-16,16,06,2019,2
279,2019-06-17,17,06,2019,2
280,2019-06-18,18,06,2019,2
281,2019-06-19,19,06,2019,2
282,2019-06-20,20,06,2019,2
283,2019-06-21,21,06,2019,2
284,2019-06-22,22,06,2019,2
285,2019-06-23,23,06,2019,2
286,2019-06-24,24,06,2019,2
287,2019-06-25,25,06,2019,2
288,2019-06-26,26,06,2019,2
289,2019-06-27,27,06,2019,2
290,2019-06-28,28,06,2019,2
291,2019-06-29,29,06,2019,2
292,2019-06-30,30,06,2019,2
293,2019-07-01,01,07,2019,3
294,2019-07-02,02,07,2019,3
295,2019-07-03,03,07,2019,3
296,2019-07-04,04,07,2019,3
297,2019-07-05,05,07,2019,3
298,2019-07-06,06,07,2019,3
299,2019-07-07,07,07,2019,3
300,2019-07-08,08,07,2019,3
301,2019-07-09,09,07,2019,3
302,2019-07-10,10,07,2019,3
303,2019-07-11,11,07,2019,3
304,2019-07-12,12,07,2019,3
305,2019-07-13,13,07,2019,3
306,2019-07-14,14,07,2019,3
307,2019-07-15,15,07,2019,3
308,2019-07-16,16,07,2019,3
309,2019-07-17,17,07,2019,3
310,2019-07-18,18,07,2019,3
311,2019-07-19,19,07,2019,3
312,2019-07-20,20,07,2019,3
313,2019-07-21,21,07,2019,3
314,2019-07-22,22,07,2019,3
315,2019-07-23,23,07,2019,3
316,2019-07-24,24,07,2019,3
317,2019-07-25,25,07,2019,3
318,2019-07-26,26,07,2019,3
319,2019-07-27,27,07,2019,3
320,2019-07-28,28,07,2019,3
321,2019-07-29,29,07,2019,3
322,2019-07-30,30,07,2019,3
323,2019-07-31,31,07,2019,3
324,2019-08-01,01,08,2019,3
325,2019-08-02,02,08,2019,3
326,2019-08-03,03,08,2019,3
327,2019-08-04,04,08,2019,3
328,2019-08-05,05,08,2019,3
329,2019-08-06,06,08,2019,3
330,2019-08-07,07,08,2019,3
331,2019-08-08,08,08,2019,3
332,2019-08-09,09,08,2019,3
333,2019-08-10,10,08,2019,3
334,2019-08-11,11,08,2019,3
335,2019-08-12,12,08,2019,3
336,2019-08-13,13,08,2019,3
337,2019-08-14,14,08,2019,3
338,2019-08-15,15,08,2019,3
339,2019-08-16,16,08,2019,3
340,2019-08-17,17,08,2019,3
341,2019-08-18,18,08,2019,3
342,2019-08-19,19,08,2019,3
343,2019-08-20,20,08,2019,3
344,2019-08-21,21,08,2019,3
345,2019-08-22,22,08,2019,3
346,2019-08-23,23,08,2019,3
347,2019-08-24,24,08,2019,3
348,2019-08-25,25,08,2019,3
349,2019-08-26,26,08,2019,3
350,2019-08-27,27,08,2019,3
351,2019-08-28,28,08,2019,3
352,2019-08-29,29,08,2019,3
353,2019-08-30,30,08,2019,3
354,2019-08-31,31,08,2019,3
355,2019-09-01,01,09,2019,3
356,2019-09-02,02,09,2019,3
357,2019-09-03,03,09,2019,3
358,2019-09-04,04,09,2019,3
359,2019-09-05,05,09,2019,3
360,2019-09-06,06,09,2019,3
361,2019-09-07,07,09,2019,3
362,2019-09-08,08,09,2019,3
363,2019-09-09,09,09,2019,3
364,2019-09-10,10,09,2019,3
365,2019-09-11,11,09,2019,3
366,2019-09-12,12,09,2019,3
367,2019-09-13,13,09,2019,3
368,2019-09-14,14,09,2019,3
369,2019-09-15,15,09,2019,3
370,2019-09-16,16,09,2019,3
371,2019-09-17,17,09,2019,3
372,2019-09-18,18,09,2019,3
373,2019-09-19,19,09,2019,3
374,2019-09-20,20,09,2019,3
375,2019-09-21,21,09,2019,3
376,2019-09-22,22,09,2019,3
377,2019-09-23,23,09,2019,3
378,2019-09-24,24,09,2019,3
379,2019-09-25,25,09,2019,3
380,2019-09-26,26,09,2019,3
381,2019-09-27,27,09,2019,3
382,2019-09-28,28,09,2019,3
383,2019-09-29,29,09,2019,3
384,2019-09-30,30,09,2019,3
385,2019-10-01,01,10,2019,4
386,2019-10-02,02,10,2019,4
387,2019-10-03,03,10,2019,4
388,2019-10-04,04,10,2019,4
389,2019-10-05,05,10,2019,4
390,2019-10-06,06,10,2019,4
391,2019-10-07,07,10,2019,4
392,2019-10-08,08,10,2019,4
393,2019-10-09,09,10,2019,4
394,2019-10-10,10,10,2019,4
395,2019-10-11,11,10,2019,4
396,2019-10-12,12,10,2019,4
397,2019-10-13,13,10,2019,4
398,2019-10-14,14,10,2019,4
399,2019-10-15,15,10,2019,4
400,2019-10-16,16,10,2019,4
401,2019-10-17,17,10,2019,4
402,2019-10-18,18,10,2019,4
403,2019-10-19,19,10,2019,4
404,2019-10-20,20,10,2019,4
405,2019-10-21,21,10,2019,4
406,2019-10-22,22,10,2019,4
407,2019-10-23,23,10,2019,4
408,2019-10-24,24,10,2019,4
409,2019-10-25,25,10,2019,4
410,2019-10-26,26,10,2019,4
411,2019-10-27,27,10,2019,4
412,2019-10-28,28,10,2019,4
413,2019-10-29,29,10,2019,4
414,2019-10-30,30,10,2019,4
415,2019-10-31,31,10,2019,4
416,2019-11-01,01,11,2019,4
417,2019-11-02,02,11,2019,4
418,2019-11-03,03,11,2019,4
419,2019-11-04,04,11,2019,4
420,2019-11-05,05,11,2019,4
421,2019-11-06,06,11,2019,4
422,2019-11-07,07,11,2019,4
423,2019-11-08,08,11,2019,4
424,2019-11-09,09,11,2019,4
425,2019-11-10,10,11,2019,4
426,2019-11-11,11,11,2019,4
427,2019-11-12,12,11,2019,4
428,2019-11-13,13,11,2019,4
429,2019-11-14,14,11,2019,4
430,2019-11-15,15,11,2019,4
431,2019-11-16,16,11,2019,4
432,2019-11-17,17,11,2019,4
433,2019-11-18,18,11,2019,4
434,2019-11-19,19,11,2019,4
435,2019-11-20,20,11,2019,4
436,2019-11-21,21,11,2019,4
437,2019-11-22,22,11,2019,4
438,2019-11-23,23,11,2019,4
439,2019-11-24,24,11,2019,4
440,2019-11-25,25,11,2019,4
441,2019-11-26,26,11,2019,4
442,2019-11-27,27,11,2019,4
443,2019-11-28,28,11,2019,4
444,2019-11-29,29,11,2019,4
445,2019-11-30,30,11,2019,4
446,2019-12-01,01,12,2019,4
447,2019-12-02,02,12,2019,4
448,2019-12-03,03,12,2019,4
449,2019-12-04,04,12,2019,4
450,2019-12-05,05,12,2019,4
451,2019-12-06,06,12,2019,4
452,2019-12-07,07,12,2019,4
453,2019-12-08,08,12,2019,4
454,2019-12-09,09,12,2019,4
455,2019-12-10,10,12,2019,4
456,2019-12-11,11,12,2019,4
457,2019-12-12,12,12,2019,4
458,2019-12-13,13,12,2019,4
459,2019-12-14,14,12,2019,4
460,2019-12-15,15,12,2019,4
461,2019-12-16,16,12,2019,4
462,2019-12-17,17,12,2019,4
463,2019-12-18,18,12,2019,4
464,2019-12-19,19,12,2019,4
465,2019-12-20,20,12,2019,4
466,2019-12-21,21,12,2019,4
467,2019-12-22,22,12,2019,4
468,2019-12-23,23,12,2019,4
469,2019-12-24,24,12,2019,4
470,2019-12-25,25,12,2019,4
471,2019-12-26,26,12,2019,4
472,2019-12-27,27,12,2019,4
473,2019-12-28,28,12,2019,4
474,2019-12-29,29,12,2019,4
475,2019-12-30,30,12,2019,4
476,2019-12-31,31,12,2019,4
477,2020-01-01,01,01,2020,1
478,2020-01-02,02,01,2020,1
479,2020-01-03,03,01,2020,1
480,2020-01-04,04,01,2020,1
481,2020-01-05,05,01,2020,1
482,2020-01-06,06,01,2020,1
483,2020-01-07,07,01,2020,1
484,2020-01-08,08,01,2020,1
485,2020-01-09,09,01,2020,1
486,2020-01-10,10,01,2020,1
487,2020-01-11,11,01,2020,1
488,2020-01-12,12,01,2020,1
489,2020-01-13,13,01,2020,1
490,2020-01-14,14,01,2020,1
491,2020-01-15,15,01,2020,1
492,2020-01-16,16,01,2020,1
493,2020-01-17,17,01,2020,1
494,2020-01-18,18,01,2020,1
495,2020-01-19,19,01,2020,1
496,2020-01-20,20,01,2020,1
497,2020-01-21,21,01,2020,1
498,2020-01-22,22,01,2020,1
499,2020-01-23,23,01,2020,1
500,2020-01-24,24,01,2020,1
501,2020-01-25,25,01,2020,1
502,2020-01-26,26,01,2020,1
503,2020-01-27,27,01,2020,1
504,2020-01-28,28,01,2020,1
505,2020-01-29,29,01,2020,1
506,2020-01-30,30,01,2020,1
507,2020-01-31,31,01,2020,1
508,2020-02-01,01,02,2020,1
509,2020-02-02,02,02,2020,1
510,2020-02-03,03,02,2020,1
511,2020-02-04,04,02,2020,1
512,2020-02-05,05,02,2020,1
513,2020-02-06,06,02,2020,1
514,2020-02-07,07,02,2020,1
515,2020-02-08,08,02,2020,1
516,2020-02-09,09,02,2020,1
517,2020-02-10,10,02,2020,1
518,2020-02-11,11,02,2020,1
519,2020-02-12,12,02,2020,1
520,2020-02-13,13,02,2020,1
521,2020-02-14,14,02,2020,1
522,2020-02-15,15,02,2020,1
523,2020-02-16,16,02,2020,1
524,2020-02-17,17,02,2020,1
525,2020-02-18,18,02,2020,1
526,2020-02-19,19,02,2020,1
527,2020-02-20,20,02,2020,1
528,2020-02-21,21,02,2020,1
529,2020-02-22,22,02,2020,1
530,2020-02-23,23,02,2020,1
531,2020-02-24,24,02,2020,1
532,2020-02-25,25,02,2020,1
533,2020-02-26,26,02,2020,1
534,2020-02-27,27,02,2020,1
535,2020-02-28,28,02,2020,1
536,2020-02-29,29,02,2020,1
537,2020-03-01,01,03,2020,1
538,2020-03-02,02,03,2020,1
539,2020-03-03,03,03,2020,1
540,2020-03-04,04,03,2020,1
541,2020-03-05,05,03,2020,1
542,2020-03-06,06,03,2020,1
543,2020-03-07,07,03,2020,1
544,2020-03-08,08,03,2020,1
545,2020-03-09,09,03,2020,1
546,2020-03-10,10,03,2020,1
547,2020-03-11,11,03,2020,1
548,2020-03-12,12,03,2020,1
549,2020-03-13,13,03,2020,1
550,2020-03-14,14,03,2020,1
551,2020-03-15,15,03,2020,1
552,2020-03-16,16,03,2020,1
553,2020-03-17,17,03,2020,1
554,2020-03-18,18,03,2020,1
555,2020-03-19,19,03,2020,1
556,2020-03-20,20,03,2020,1
557,2020-03-21,21,03,2020,1
558,2020-03-22,22,03,2020,1
559,2020-03-23,23,03,2020,1
560,2020-03-24,24,03,2020,1
561,2020-03-25,25,03,2020,1
562,2020-03-26,26,03,2020,1
563,2020-03-27,27,03,2020,1
564,2020-03-28,28,03,2020,1
565,2020-03-29,29,03,2020,1
566,2020-03-30,30,03,2020,1
567,2020-03-31,31,03,2020,1
568,2020-04-01,01,04,2020,2
569,2020-04-02,02,04,2020,2
570,2020-04-03,03,04,2020,2
571,2020-04-04,04,04,2020,2
572,2020-04-05,05,04,2020,2
573,2020-04-06,06,04,2020,2
574,2020-04-07,07,04,2020,2
575,2020-04-08,08,04,2020,2
576,2020-04-09,09,04,2020,2
577,2020-04-10,10,04,2020,2
578,2020-04-11,11,04,2020,2
579,2020-04-12,12,04,2020,2
580,2020-04-13,13,04,2020,2
581,2020-04-14,14,04,2020,2
582,2020-04-15,15,04,2020,2
583,2020-04-16,16,04,2020,2
584,2020-04-17,17,04,2020,2
585,2020-04-18,18,04,2020,2
586,2020-04-19,19,04,2020,2
587,2020-04-20,20,04,2020,2
588,2020-04-21,21,04,2020,2
589,2020-04-22,22,04,2020,2
590,2020-04-23,23,04,2020,2
591,2020-04-24,24,04,2020,2
592,2020-04-25,25,04,2020,2
593,2020-04-26,26,04,2020,2
594,2020-04-27,27,04,2020,2
595,2020-04-28,28,04,2020,2
596,2020-04-29,29,04,2020,2
